id_frame,quantity,img_center
rgb_1338.png,19,rgb_1336.png
rgb_1339.png,19,rgb_1336.png
rgb_1340.png,19,rgb_1336.png
rgb_1341.png,18,rgb_1336.png
rgb_1394.png,14,rgb_1399.png
rgb_1395.png,16,rgb_1399.png
rgb_1396.png,21,rgb_1399.png
rgb_1397.png,20,rgb_1399.png
rgb_1398.png,19,rgb_1399.png
rgb_1399.png,17,rgb_1399.png
rgb_1400.png,19,rgb_1399.png
rgb_1401.png,18,rgb_1399.png
rgb_1402.png,18,rgb_1399.png
rgb_1403.png,17,rgb_1399.png
rgb_1404.png,18,rgb_1399.png
rgb_1456.png,30,rgb_1461.png
rgb_1457.png,30,rgb_1461.png
rgb_1458.png,30,rgb_1461.png
rgb_1459.png,31,rgb_1461.png
rgb_1460.png,30,rgb_1461.png
rgb_1461.png,30,rgb_1461.png
rgb_1462.png,29,rgb_1461.png
rgb_1463.png,29,rgb_1461.png
rgb_1464.png,27,rgb_1461.png
rgb_1465.png,24,rgb_1461.png
rgb_1466.png,25,rgb_1461.png
rgb_3222.png,18,rgb_3227.png
rgb_3223.png,18,rgb_3227.png
rgb_3224.png,21,rgb_3227.png
rgb_3225.png,18,rgb_3227.png
rgb_3226.png,19,rgb_3227.png
rgb_3227.png,20,rgb_3227.png
rgb_3228.png,23,rgb_3227.png
rgb_3229.png,22,rgb_3227.png
rgb_3230.png,24,rgb_3227.png
rgb_3231.png,26,rgb_3227.png
rgb_3232.png,25,rgb_3227.png
