id_frame,quantity,img_center
rgb_522.png,13,rgb_523.png
rgb_523.png,12,rgb_523.png
rgb_524.png,13,rgb_523.png
rgb_525.png,14,rgb_523.png
rgb_526.png,14,rgb_523.png
rgb_527.png,13,rgb_523.png
rgb_528.png,11,rgb_523.png
rgb_595.png,15,rgb_600.png
rgb_596.png,12,rgb_600.png
rgb_597.png,15,rgb_600.png
rgb_598.png,16,rgb_600.png
rgb_599.png,15,rgb_600.png
rgb_600.png,16,rgb_600.png
rgb_601.png,15,rgb_600.png
rgb_602.png,15,rgb_600.png
rgb_603.png,16,rgb_600.png
rgb_604.png,14,rgb_600.png
rgb_605.png,13,rgb_600.png
rgb_642.png,15,rgb_647.png
rgb_643.png,16,rgb_647.png
rgb_644.png,18,rgb_647.png
rgb_645.png,15,rgb_647.png
rgb_646.png,13,rgb_647.png
rgb_647.png,13,rgb_647.png
rgb_648.png,12,rgb_647.png
rgb_649.png,13,rgb_647.png
rgb_650.png,13,rgb_647.png
rgb_651.png,13,rgb_647.png
rgb_652.png,12,rgb_647.png
rgb_691.png,21,rgb_696.png
rgb_692.png,24,rgb_696.png
rgb_693.png,17,rgb_696.png
rgb_694.png,21,rgb_696.png
rgb_695.png,22,rgb_696.png
rgb_696.png,20,rgb_696.png
rgb_697.png,24,rgb_696.png
rgb_698.png,20,rgb_696.png
rgb_699.png,16,rgb_696.png
rgb_700.png,19,rgb_696.png
rgb_701.png,18,rgb_696.png
rgb_719.png,19,rgb_724.png
rgb_720.png,20,rgb_724.png
rgb_721.png,19,rgb_724.png
rgb_722.png,22,rgb_724.png
rgb_723.png,21,rgb_724.png
rgb_724.png,24,rgb_724.png
rgb_725.png,24,rgb_724.png
rgb_726.png,21,rgb_724.png
rgb_727.png,18,rgb_724.png
rgb_728.png,16,rgb_724.png
rgb_729.png,14,rgb_724.png
rgb_760.png,15,rgb_765.png
rgb_761.png,13,rgb_765.png
rgb_762.png,12,rgb_765.png
rgb_763.png,13,rgb_765.png
rgb_764.png,14,rgb_765.png
rgb_765.png,13,rgb_765.png
rgb_766.png,13,rgb_765.png
rgb_767.png,12,rgb_765.png
rgb_768.png,12,rgb_765.png
rgb_769.png,12,rgb_765.png
rgb_770.png,12,rgb_765.png
rgb_817.png,12,rgb_822.png
rgb_818.png,14,rgb_822.png
rgb_819.png,1,rgb_822.png
rgb_820.png,14,rgb_822.png
rgb_821.png,12,rgb_822.png
rgb_822.png,14,rgb_822.png
rgb_823.png,12,rgb_822.png
rgb_824.png,11,rgb_822.png
rgb_825.png,11,rgb_822.png
rgb_826.png,13,rgb_822.png
rgb_827.png,12,rgb_822.png
rgb_2023.png,17,rgb_2028.png
rgb_2024.png,16,rgb_2028.png
rgb_2025.png,17,rgb_2028.png
rgb_2026.png,19,rgb_2028.png
rgb_2027.png,20,rgb_2028.png
rgb_2028.png,21,rgb_2028.png
rgb_2029.png,20,rgb_2028.png
rgb_2030.png,21,rgb_2028.png
rgb_2031.png,21,rgb_2028.png
rgb_2032.png,21,rgb_2028.png
rgb_2033.png,16,rgb_2028.png
rgb_2061.png,14,rgb_2066.png
rgb_2062.png,17,rgb_2066.png
rgb_2063.png,17,rgb_2066.png
rgb_2064.png,15,rgb_2066.png
rgb_2065.png,14,rgb_2066.png
rgb_2066.png,15,rgb_2066.png
rgb_2067.png,15,rgb_2066.png
rgb_2068.png,15,rgb_2066.png
rgb_2069.png,16,rgb_2066.png
rgb_2070.png,14,rgb_2066.png
rgb_2071.png,13,rgb_2066.png
rgb_2103.png,20,rgb_2108.png
rgb_2104.png,18,rgb_2108.png
rgb_2105.png,27,rgb_2108.png
rgb_2106.png,23,rgb_2108.png
rgb_2107.png,27,rgb_2108.png
rgb_2108.png,25,rgb_2108.png
rgb_2109.png,22,rgb_2108.png
rgb_2110.png,22,rgb_2108.png
rgb_2111.png,24,rgb_2108.png
rgb_2112.png,19,rgb_2108.png
rgb_2113.png,20,rgb_2108.png
